title,year,rating,votes,popularity,genres,language,description,adult,movie_id
I Am a Hero,2016,7.415,480,4.1966,"Action, Horror, Drama",ja,"A man witnesses a fatal traffic accident on his way home from work, and the victim is clearly killed on impact. A moment later, when the corpse stands up and walks away, it could be a hallucination or something far more extraordinary.",False,276624
Sicario,2015,7.4,9196,6.5627,"Action, Crime, Thriller",en,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,False,273481
I Can Quit Whenever I Want,2014,7.415,1829,3.7261,Comedy,it,"A university researcher is fired because of the cuts to university. To earn a living he decides to produce drugs recruiting his former colleagues, who despite their skills are living at the margins of society.",False,250219
Crush,2022,7.414,472,4.0685,"Comedy, Romance",en,"When an aspiring young artist is forced to join her high school track team, she uses it as an opportunity to pursue the girl she's been harboring a long-time crush on. But she soon finds herself falling for an unexpected teammate and discovers what real love feels like.",False,860159
The Unforgivable,2021,7.414,1945,8.5329,"Drama, Crime",en,A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.,False,645886
The Guernsey Literary & Potato Peel Pie Society,2018,7.4,1364,1.2026,"Romance, Drama, History",en,"Free-spirited writer Juliet Ashton forms a life-changing bond with the delightful and eccentric Guernsey Literary and Potato Peel Pie Society, when she decides to write about the book club they formed during the occupation of Guernsey in WWII.",False,451480
The Flowers of War,2011,7.4,858,3.7879,"Drama, History, War",zh,"A Westerner finds refuge with a group of women in a church during Japan's rape of Nanking in 1937. Posing as a priest, he attempts to lead the women to safety.",False,76758
Ghost in the Shell 2.0,2008,7.4,441,3.2902,"Action, Animation, Crime, Science Fiction",ja,"In the year 2029, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop a highly-wanted hacker known as 'The Puppetmaster'.  Ghost in the Shell 2.0 is a reproduced version of its original 1995 counterpart. Among a numerous enhancements, for the film's 2.0 release, were a number of scenes were overhauled with 3D animation, visual improvements, and soundtrack rerecorded in 6.1 surround sound.",False,14092
August Rush,2007,7.4,2779,9.174,"Family, Drama, Music",en,"Lyla and Louis, a singer and a musician, fall in love, but are soon compelled to separate. Lyla is forced to give up her newborn but unknown to her, he grows up to become a musical genius.",False,5123
The Trial,1962,7.414,535,7.3444,"Crime, Drama, Mystery",en,The surreal tale of an unassuming man who is accused of a never-specified crime and shambles through bizarre encounters to escape this nightmare.,False,3009
Y Tu Mamá También,2001,7.414,1661,6.1025,"Drama, Romance",es,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",False,1391
Superman,2025,7.4,3921,43.3393,"Science Fiction, Adventure, Action",en,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.",False,1061474
The Last Duel,2021,7.4,3671,8.1364,"History, Drama, Action",en,"King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire, Jacques Le Gris, by challenging him to a duel.",False,617653
New World,2013,7.4,505,2.4825,"Thriller, Crime, Drama",ko,An undercover cop has his loyalties tested when the boss of the corporate gang he's spent years infiltrating dies.,False,165213
Justice League: Doom,2012,7.413,910,3.8797,"Action, Animation, Science Fiction, Fantasy",en,"An adaptation of Mark Waid's ""Tower of Babel"" story from the JLA comic. Vandal Savage steals confidential files Batman has compiled on the members of the Justice League, and learns all their weaknesses.",False,76589
American Me,1992,7.4,381,5.9549,"Crime, Drama",en,"During his 18 years in Folsom Prison, street-gang leader Santana rules over all the drug-and-murder activities behind bars. Upon his release, Santana goes back to his old neighborhood, intending to lead a peaceful, crime-free life. But his old gang buddies force him back into his old habits.",False,13199
The Motorcycle Diaries,2004,7.4,1374,3.5441,Drama,es,"Based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he and best friend Alberto Granado had while crossing South America by motorcycle in the early 1950s.",False,1653
They Call Me Jeeg,2016,7.412,2553,5.0723,"Drama, Action, Science Fiction",it,"Exposed to radioactive waste, small-time crook Enzo gains super-strength. A misanthropic, introverted brute, he uses his powers for personal gain until he meets Alessia, a mentally ill girl who believes Enzo is the hero from her favorite anime, Steel Jeeg.",False,364433
The Good Lie,2014,7.412,558,1.6461,Drama,en,"A young refugee of the Sudanese Civil War who wins a lottery for relocation to the United States with three other lost boys. Encountering the modern world for the first time, they develop an unlikely friendship with a brash American woman assigned to help them, but the young man struggles to adjust to this new life and his feelings of guilt about the brother he left behind.",False,250538
Johnny Guitar,1954,7.412,451,9.6898,"Western, Drama, Romance",en,"On the outskirts of town, the hard-nosed Vienna owns a saloon frequented by the undesirables of the region, including Dancin' Kid and his gang. Another patron of Vienna's establishment is Johnny Guitar, a former gunslinger and her lover. When a heist is pulled in town that results in a man's death, Emma Small, Vienna's rival, rallies the townsfolk to take revenge on Vienna's saloon – even without proof of her wrongdoing.",False,26596
Women on the Verge of a Nervous Breakdown,1988,7.411,960,3.4177,"Comedy, Drama",es,"Pepa resolves to kill herself with a batch of sleeping-pill-laced gazpacho after her lover leaves her. Fortunately, she is interrupted by a deliciously chaotic series of events.",False,4203
All of Us Strangers,2023,7.411,935,4.0124,"Romance, Drama, Fantasy",en,"One night in his near-empty tower block in contemporary London, Adam has a chance encounter with a mysterious neighbor Harry, which punctures the rhythm of his everyday life.",False,994108
Alice,1988,7.4,337,0.8417,"Animation, Fantasy, Adventure",cs,"A quiet young English girl named Alice finds herself in an alternate version of her own reality after chasing a white rabbit. She becomes surrounded by living inanimate objects and stuffed dead animals, and must find a way out of this nightmare - no matter how twisted or odd that way must be. A memorably bizarre screen version of Lewis Carroll’s novel ""Alice’s Adventures in Wonderland"".",False,18917
Being John Malkovich,1999,7.41,4618,3.1313,"Comedy, Drama, Fantasy",en,"One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body.",False,492
Leto,2018,7.41,326,2.5886,"Music, Drama",ru,"Leningrad, one summer in the early eighties. Smuggling LPs by Lou Reed and David Bowie, the underground rock scene is boiling ahead of the Perestroika. Mike and his beautiful wife Natasha meet with young Viktor Tsoï. Together with friends, they will change the destiny of rock’n’roll in the Soviet Union.",False,502897
Secretariat,2010,7.4,622,6.0931,Drama,en,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",False,39486
My Girl,1991,7.411,2217,8.8811,"Comedy, Drama",en,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",False,4032
I Stand Alone,1999,7.41,556,4.7245,"Drama, Thriller",fr,"After completing jail time for beating up a man who tried to seduce his mentally-handicapped teenage daughter, The Butcher wants to start life anew. He institutionalizes his daughter and moves to the Lille suburbs with his mistress, who promises him a new butcher shop. Learning that she lied, The Butcher returns to Paris to find his daughter.",False,1567
Summer of 85,2020,7.409,877,3.5845,"Romance, Drama",fr,"What do you dream of when you're 16-years-old and in a seaside resort in Normandy in the 1980s? A best friend? A lifelong teen pact? Scooting off on adventures on a boat or a motorbike? Living life at breakneck speed? No. You dream of death. Because you can't get a bigger kick than dying. And that's why you save it till the very end. The summer holidays are just beginning, and this story recounts how Alexis grew into himself.",False,659959
The Mauritanian,2021,7.408,1212,7.7019,"Drama, Thriller",en,"The true story of the Mauritanian Mohamedou Ould Slahi, who was held at the U.S military's Guantanamo Bay detention center without charges for over a decade and sought help from a defense attorney for his release.",False,644583
The Farewell,2019,7.409,1487,1.8386,"Comedy, Drama",en,A headstrong Chinese-American woman returns to China when her beloved grandmother is given a terminal diagnosis. Billi struggles with her family's decision to keep grandma in the dark about her own illness as they all stage an impromptu wedding to see grandma one last time.,False,565310
Killers of the Flower Moon,2023,7.409,3851,6.1908,"Crime, History, Drama",en,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",False,466420
The Omen,1976,7.4,2286,2.5377,"Horror, Thriller",en,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil.",False,794
Mr. Church,2016,7.4,498,8.0228,Drama,en,"A unique friendship develops when a little girl and her dying mother inherit a cook - Mr. Church. What begins as an arrangement that should only last six months, instead spans fifteen years.",False,374461
Creed,2015,7.408,7748,10.5461,"Drama, Action",en,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",False,312221
Delusions of Grandeur,1971,7.408,720,4.5018,"Comedy, History",fr,"Don Sallust is the minister of the King of Spain. Being disingenuous, hypocritical, greedy and collecting the taxes for himself, he is hated by the people he oppresses. Accused by The Queen, a beautiful princess Bavarian, of having an illegitimate child to one of her maids of honor, he was stripped of his duties and ordered to retire to a monastery.",False,14257
Crimes and Misdemeanors,1989,7.408,920,1.8785,"Comedy, Drama, Crime",en,A renowned ophthalmologist is desperate to cut off an adulterous relationship…which ends up in murder; and a frustrated documentary filmmaker woos an attractive television producer while making a film about her insufferably self-centered boss.,False,11562
American Psycho,2000,7.408,11760,8.2085,"Thriller, Drama, Crime",en,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",False,1359
Extraction 2,2023,7.407,2725,8.7527,"Action, Thriller, Crime",en,"Back from the brink of death, highly skilled commando Tyler Rake takes on another dangerous mission: saving the imprisoned family of a ruthless gangster.",False,697843
18 Presents,2020,7.407,702,5.9793,"Drama, Family",it,"Elisa is only forty when an incurable disease takes her from her husband and their daughter. Before her heart stops, Elisa finds a way to stay close to her: a gift for every birthday up to her adult age, 18 gifts to try to accompany her child's growth year after year.",False,630220
Romeo and Juliet,1968,7.4,706,2.3234,"Drama, Romance",en,"Romeo Montague and Juliet Capulet fall in love against the wishes of their feuding families. Driven by their passion, the young lovers defy their destiny and elope, only to suffer the ultimate tragedy.",False,6003
The Lovers on the Bridge,1991,7.407,359,2.2925,"Drama, Romance",fr,"Set against Paris' oldest bridge, the Pont Neuf, while it was closed for repairs, this film is a love story between two young vagrants: Alex, a would be circus performer addicted to alcohol and sedatives and Michele, a painter driven to a life on the streets because of a failed relationship and an affliction which is slowly turning her blind.",False,2767
The Experiment,2001,7.407,1158,1.5312,"Drama, Thriller",de,20 volunteers agree to take part in a seemingly well-paid experiment advertised by the university. It is supposed to be about aggressive behavior in an artificial prison situation. A journalist senses a story behind the ad and smuggles himself in among the test subjects. They are randomly divided into prisoners and guards. What seems like a game at the beginning soon turns into bloody seriousness.,False,575
Life of Pi,2012,7.405,13499,4.409,"Adventure, Drama",en,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",False,87827
The Secret of Kells,2009,7.4,750,4.6454,"Animation, Family, Fantasy",en,"Adventure awaits 12 year old Brendan who must fight Vikings and a serpent god to find a crystal and complete the legendary Book of Kells. In order to finish Brother Aiden's book, Brendan must overcome his deepest fears on a secret quest that will take him beyond the abbey walls and into the enchanted forest where dangerous mythical creatures hide. Will Brendan succeed in his quest?",False,26963
Once,2007,7.405,1401,5.3625,"Drama, Music, Romance",en,"A vacuum repairman moonlights as a street musician and hopes for his big break. One day a Czech immigrant, who earns a living selling flowers, approaches him with the news that she is also an aspiring singer-songwriter. The pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love.",False,5723
Jin-Roh: The Wolf Brigade,1999,7.405,529,8.0761,"Animation, Drama, Romance, Thriller, Science Fiction",ja,"A member of an elite paramilitary counter-terrorism unit becomes traumatized after witnessing the suicide bombing of a young girl and is forced to undergo retraining. However, unbeknownst to him, he becomes a key player in a dispute between rival police divisions, as he finds himself increasingly involved with the sister of the girl he saw die.",False,823
Mon Oncle,1958,7.4,591,2.5799,Comedy,fr,"Genial, bumbling Monsieur Hulot loves his top-floor apartment in a grimy corner of the city, and cannot fathom why his sister's family has moved to the suburbs. Their house is an ultra-modern nightmare, which Hulot only visits for the sake of stealing away his rambunctious young nephew. Hulot's sister, however, wants to win him over to her new way of life, and conspires to set him up with a wife and job.",False,427
Black Sunday,1960,7.404,579,3.5567,Horror,it,"A vengeful witch, Asa Vajda, and her fiendish servant, Igor Jauvitch, return from the grave and begin a bloody campaign to possess the body of the witch's beautiful look-alike descendant: Katia. Only a handsome doctor with the help of family members stand in her way.",False,27632
Naruto Shippuden the Movie,2007,7.404,1046,6.6573,"Animation, Action, Fantasy",ja,"Demons that once almost destroyed the world, are revived by someone. To prevent the world from being destroyed, the demon has to be sealed and the only one who can do it is the shrine maiden Shion from the country of demons, who has two powers; one is sealing demons and the other is predicting the deaths of humans. This time Naruto's mission is to guard Shion, but she predicts Naruto's death. The only way to escape it, is to get away from Shion, which would leave her unguarded, then the demon, whose only goal is to kill Shion will do so, thus meaning the end of the world. Naruto decides to challenge this ""prediction of death.""",False,20982
The Mad Adventures of Rabbi Jacob,1973,7.404,1019,3.1599,Comedy,fr,"In this riot of frantic disguises and mistaken identities, Victor Pivert, a blustering, bigoted French factory owner, finds himself taken hostage by Slimane, an Arab rebel leader. The two dress up as rabbis as they try to elude not only assasins from Slimane's country, but also the police, who think Pivert is a murderer. Pivert ends up posing as Rabbi Jacob, a beloved figure who's returned to France for his first visit after 30 years in the United States. Adding to the confusion are Pivert's dentist-wife, who thinks her husband is leaving her for another woman, their daughter, who's about to get married, and a Parisian neighborhood filled with people eager to celebrate the return of Rabbi Jacob.",False,760
Sisu,2022,7.403,2524,14.8332,"Action, War",fi,"When an ex-soldier who discovers gold in the Lapland wilderness tries to take the loot into the city, German soldiers led by a brutal SS officer battle him.",False,840326
"Batman: The Long Halloween, Part Two",2021,7.403,559,3.8131,"Animation, Mystery, Action, Crime",en,"As Gotham City's young vigilante, the Batman, struggles to pursue a brutal serial killer, district attorney Harvey Dent gets caught in a feud involving the criminal family of the Falcones.",False,736074
Swept Away,1974,7.403,324,1.5697,"Comedy, Drama, Romance",it,A spoiled rich woman and a brutish Communist deckhand become stranded alone on a desert island after venturing away from their cruise.,False,37916
The Basketball Diaries,1995,7.403,2115,2.6523,"Drama, Crime",en,A high school basketball player’s life turns upside down after free-falling into the harrowing world of drug addiction.,False,10474
Irma la Douce,1963,7.403,447,3.6998,"Romance, Comedy",en,"When a naive policeman falls in love with a prostitute, he doesn’t want her seeing other men and creates an alter ego who’s to be her only customer.",False,2690
An American Werewolf in London,1981,7.4,2593,2.923,"Comedy, Horror",en,"American tourists David and Jack are savagely attacked by an unidentified animal while hiking on the Yorkshire Moors. After retiring to the home of a beautiful nurse to recuperate, David soon begins experiencing disturbing changes to his body and mind.",False,814
When Harry Met Sally...,1989,7.4,4392,3.8617,"Comedy, Romance, Drama",en,"Sex always gets in the way of friendships between men and women. At least, that's what Harry Burns believes. So when Harry meets Sally Albright and a deep friendship blossoms between them, Harry's determined not to let his attraction to Sally destroy it. But when a night of weakness ends in a morning of panic, can the pair avoid succumbing to Harry's fears by remaining friends and admitting they just might be the perfect match for each other?",False,639
Boys Don't Cry,1999,7.402,1404,1.8927,"Crime, Drama",en,A young transgender man explores his gender identity and searches for love in rural Nebraska.,False,226
Promising Young Woman,2020,7.401,3505,5.1731,"Thriller, Crime, Drama",en,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",False,582014
"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",1976,7.4,365,2.8701,Drama,fr,"A lonely widowed housewife does her daily chores and takes care of her apartment where she lives with her teenage son, and turns the occasional trick to make ends meet. Slowly, her ritualized daily routines begin to fall apart.",False,44012
His Girl Friday,1940,7.4,889,1.3686,"Comedy, Romance",en,"Walter Burns is an irresistibly conniving newspaper publisher desperate to woo back his paper’s star reporter, who also happens to be his estranged wife. She’s threatening to quit and settle down with a new beau, but, as Walter knows, she has a weakness: she can’t resist a juicy scoop.",False,3085
Justice Society: World War II,2021,7.4,589,3.9015,"Animation, War, Science Fiction",en,"When the Flash finds himself dropped into the middle of World War II, he joins forces with Wonder Woman and her top-secret team known as the Justice Society of America.",False,736069
Tarzan,1999,7.4,7107,9.4269,"Family, Adventure, Animation",en,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",False,37135
A Better Tomorrow,1986,7.4,577,5.0318,"Action, Crime, Drama",zh,"A reforming ex-gangster tries to reconcile with his estranged policeman brother, but the ties to his former gang are difficult to break.",False,11471
Frida,2002,7.4,2113,5.0103,"Drama, Romance",en,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",False,1360
Spider-Man: Far From Home,2019,7.4,16473,13.4147,"Action, Adventure, Science Fiction",en,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",False,429617
Taken,2008,7.399,11757,15.6975,"Action, Thriller",en,"Bryan Mills, a former government operative, is trying to reconnect with his teenage daughter Kim. After reluctantly agreeing with his ex-wife to let Kim go to Paris on vacation with a friend, his worst nightmare comes true. While on the phone with his daughter shortly after she arrives in Paris, she and her friend are abducted by a gang of human traffickers. Working against the clock, Bryan relies on his extensive training and skills to track down the ruthless gang that abducted her and launch a one-man war to rescue his daughter.",False,8681
Ciao Alberto,2021,7.4,685,3.4235,"Animation, Comedy, Family, Fantasy",en,"With his best friend Luca away at school, Alberto is enjoying his new life in Portorosso working alongside Massimo—the imposing, tattooed, one-armed fisherman of few words—who's quite possibly the coolest human in the entire world as far as Alberto is concerned. He wants more than anything to impress his mentor, but it's easier said than done.",False,876716
Kalashnikov AK-47,2020,7.398,339,2.5356,"War, History, Drama",ru,"A Russian military propaganda film about the tank commander Kalashnikov, severely injured in battle in 1941. The accident leaves him incapacitated and unable to return to the front line. While recovering in the hospital, he begins creating the initial sketches of what will become one of the world’s most legendary weapons. A self-taught inventor is only 29 when he develops the now iconic assault riffle — the AK-47. Shot in occupied Crimea.",False,592279
The Peanut Butter Falcon,2019,7.398,1535,2.0354,"Adventure, Comedy, Drama",en,A down-on-his-luck crab fisherman embarks on a journey to get a young man with Down syndrome to a professional wrestling school in rural North Carolina and away from the retirement home where he’s lived for the past two and a half years.,False,463257
As Good as It Gets,1997,7.398,3974,4.5781,"Drama, Comedy, Romance",en,"Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is brutally attacked and hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, the only waitress at the local diner who will tolerate him, leaves work to care for her chronically ill son, making it impossible for Melvin to eat breakfast.",False,2898
Inside Man,2006,7.4,6123,8.6265,"Crime, Drama, Thriller",en,"When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.",False,388
Happy as Lazzaro,2018,7.397,745,1.6214,"Drama, Fantasy",it,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise’s son will change his world.",False,481432
The Raid,2012,7.397,3704,3.6205,"Action, Thriller, Crime",id,"Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it.  But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais.",False,94329
Predator: Badlands,2025,7.4,536,196.4462,"Action, Science Fiction, Adventure",en,"Cast out from his clan, a young Predator finds an unlikely ally in a damaged android and embarks on a treacherous journey in search of the ultimate adversary.",False,1242898
A Quiet Place,2018,7.396,14912,6.1085,"Horror, Drama, Science Fiction",en,A family is forced to live in silence while hiding from creatures that hunt by sound.,False,447332
Stargirl,2020,7.396,565,6.0194,"Comedy, Drama, Romance, Family",en,"An unassuming high schooler finds himself inexplicably drawn to the free-spirited new girl, whose unconventional ways change how they see themselves…and their world.",False,382748
Twin Peaks: Fire Walk with Me,1992,7.4,2134,3.5366,"Drama, Mystery, Horror",en,"In the questionable town of Deer Meadow, Washington, FBI Agent Desmond inexplicably disappears while hunting for the man who murdered a teen girl. The killer is never apprehended, and, after experiencing dark visions and supernatural encounters, Agent Dale Cooper chillingly predicts that the culprit will claim another life. Meanwhile, in the more cozy town of Twin Peaks, hedonistic beauty Laura Palmer hangs with lowlifes and seems destined for a grisly fate.",False,1923
Un Chien Andalou,1929,7.4,1363,1.543,Horror,fr,"Un Chien Andalou is an European avant-garde surrealist film, a collaboration between director Luis Buñuel and Salvador Dali.",False,626
El Angel,2018,7.395,565,3.3814,"Drama, Crime",es,"Buenos Aires, Argentina, 1971. Carlos Robledo Puch is a 19-year-old boy with an angelic face, but a vocational thief as well, who acts ruthlessly, without remorse. When he meets Ramón, they follow together a dark path of crime and death.",False,507505
Repulsion,1965,7.395,1062,2.9974,"Drama, Thriller, Horror",en,"Beautiful young manicurist Carole suffers from androphobia (the pathological fear of interaction with men). When her sister and roommate, Helen, leaves their London flat to go on an Italian holiday with her married boyfriend, Carole withdraws into her apartment. She begins to experience frightful hallucinations, her fear gradually mutating into madness.",False,11481
Operation Red Sea,2018,7.394,415,4.6073,"Action, Thriller, War, Adventure",zh,"A squad of the Jiaolong Commando Unit - Sea Dragon, a spec ops team of the Chinese Navy, carries out a hostage rescue operation in the nation of Yewaire, on the Arabian Peninsula, and fiercely fights against local rebel groups and Zaka, a terrorist organization.",False,460555
You're Not You,2014,7.4,819,2.237,Drama,en,A drama centered on a classical pianist who has been diagnosed with ALS and the brash college student who becomes her caregiver.,False,290542
The Mission,1986,7.394,1480,2.1179,"Adventure, Drama, Action, History",en,"When a Spanish Jesuit goes into the South American wilderness to build a mission in the hope of converting the Indians of the region, a slave hunter is converted and joins his mission. When Spain sells the colony to Portugal, they are forced to defend all they have built against the Portuguese aggressors.",False,11416
When the Wind Blows,1986,7.394,310,3.3126,"Animation, War, Drama",en,"With the help of government-issued pamphlets, an elderly British couple build a shelter and prepare for an impending nuclear attack, unaware that times and the nature of war have changed from their romantic memories of World War II.",False,10857
Memoir of a Murderer,2017,7.4,342,3.7244,"Crime, Mystery, Thriller",ko,A former serial killer with Alzheimer's fights to protect his daughter from her mysterious boyfriend who may be a serial killer too.,False,432836
3096 Days,2013,7.393,959,5.8286,Drama,de,A young Austrian girl is kidnapped and held in captivity for eight years. Based on the real-life case of Natascha Kampusch.,False,166666
Leo,2023,7.392,1285,11.0377,"Animation, Comedy, Family",en,"Jaded 74-year-old lizard Leo has been stuck in the same Florida classroom for decades with his terrarium-mate turtle. When he learns he only has one year left to live, he plans to escape to experience life on the outside but instead gets caught up in the problems of his anxious students — including an impossibly mean substitute teacher.",False,1075794
Scooby-Doo! and the Reluctant Werewolf,1988,7.392,328,3.6919,"Animation, Family, TV Movie, Mystery, Comedy",en,"Shaggy is turned into a werewolf, and it's up to Scooby, Scrappy and Shaggy's girlfriend to help him win a race against other monsters, and become human again.",False,37211
The Purple Rose of Cairo,1985,7.392,1100,3.6798,"Fantasy, Comedy, Romance",en,"Cecilia is a waitress in New Jersey, living a dreary life during the Great Depression. Her only escape from her mundane reality is the movie theatre. After losing her job, Cecilia goes to see 'The Purple Rose of Cairo' in hopes of raising her spirits, where she watches dashing archaeologist Tom Baxter time and again.",False,10849
South Park: Post COVID: The Return of COVID,2021,7.391,455,1.1344,"Animation, Comedy, TV Movie",en,"If Stan, Kyle and Cartman could just work together, they could go back in time to make sure Covid never happened. But traveling back to the past seems to be the easy answer until they meet Victor Chaos.",False,874300
Monster Pets: A Hotel Transylvania Short,2021,7.4,404,2.0198,"Animation, Comedy, Fantasy",en,Drac tries out some new monster pets to help occupy Tinkles for playtime.,False,813258
Tucker and Dale vs. Evil,2010,7.391,2989,4.1925,"Comedy, Horror",en,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",False,46838
Rushmore,1998,7.391,2622,6.6076,"Comedy, Drama",en,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",False,11545
The Devil Wears Prada,2006,7.4,12619,11.3228,"Drama, Comedy",en,"Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.",False,350
Like Crazy,2016,7.39,892,3.7153,"Drama, Comedy",it,Two mental patients with opposite personalities ditch their Tuscan hospital and embark on an unpredictable exploration of the real world.,False,380225
Stand by Me Doraemon,2014,7.39,570,2.465,"Animation, Adventure, Science Fiction, Drama, Family, Fantasy",ja,Sewashi and Doraemon find themselves way back in time and meet Nobita. It is up to Doraemon to take care of Nobita or else he will not return to the present.,False,265712
Waiting for Bojangles,2021,7.389,337,1.5234,"Drama, Comedy, Romance",fr,"A boy and his eccentric parents leave their home in Paris for a country house in Spain. As the mother descends deeper into her own mind, it's up to the boy and his father to keep her safe and happy.",False,851303
Ghostland,2018,7.389,2569,5.1843,"Horror, Mystery, Thriller",en,"A mother of two inherits a home from her aunt. On the first night in the new home she is confronted with murderous intruders and fights for her daughters’ lives. Sixteen years later the daughters reunite at the house, and that is when things get strange...",False,476299
Once in a Lifetime,2014,7.389,324,4.3359,Drama,fr,"At Léon Blum High School in Créteil, France, a history teacher decides to have her weakest 10th grade class participate in a national history competition.",False,303483
Drunken Master,1978,7.389,1042,3.6513,"Action, Comedy",cn,"After getting into trouble, a mischievous young man is sent to train under a brutal, but slovenly old beggar, who teaches him the secret of the Drunken Fist.",False,11230
Mad Max 2,1981,7.389,4009,5.9447,"Adventure, Action, Thriller, Science Fiction",en,"Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",False,8810
Rise,2022,7.4,446,0.5164,"Comedy, Drama, Family",fr,"Elise thought she had the perfect life: an ideal boyfriend and a promising career as a ballet dancer. It all falls apart the day she catches him cheating on her with her stage backup; and after she suffers an injury on stage, it seems like she might not be able to dance ever again.",False,771077
Law Abiding Citizen,2009,7.4,5473,5.5791,"Drama, Crime, Thriller",en,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,False,22803
Hour of the Wolf,1968,7.4,527,0.7977,"Drama, Horror",sv,"While vacationing on a remote German island with his younger pregnant wife, an artist has an emotional breakdown while confronting his repressed desires.",False,18333
The Long Goodbye,1973,7.4,724,3.2954,"Mystery, Drama, Crime",en,"In 1970s Hollywood, Detective Philip Marlowe tries to help a friend who is accused of murdering his wife.",False,1847
Black Hawk Down,2001,7.388,6116,9.843,"Action, War, History",en,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",False,855
