title,year,rating,votes,popularity,genres,language,description,adult,movie_id
The Proposition,2005,7.023,681,5.5282,"Action, Adventure, Crime, Drama, Thriller, Western",en,"In 1880s Australia, a lawman offers renegade Charlie Burns a difficult choice. In order to save his younger brother from the gallows, Charlie must hunt down and kill his older brother, who is wanted for rape and murder. Venturing into one of the Outback's most inhospitable regions, Charlie faces a terrible moral dilemma that can end only in violence.",False,16608
The Rainmaker,1997,7.023,1406,8.1561,"Drama, Crime, Thriller",en,"Fresh out of law school and desperate for work, idealistic rookie Rudy Baylor takes on a powerful insurance company accused of denying a dying boy’s claim. Teaming up with a scrappy, unlicensed paralegal, he finds himself in a David-versus-Goliath courtroom battle that tests his ethics, courage, and belief in justice.",False,11975
Lethal Weapon 2,1989,7.023,3592,5.6749,"Action, Adventure, Comedy, Crime, Thriller",en,Riggs and Murtaugh are on the trail of South African diplomats using their immunity to engage in criminal activities.,False,942
Brain on Fire,2017,7.022,1412,3.4177,Drama,en,"Susannah Cahalan, an up-and-coming journalist at the New York Post becomes plagued by voices in her head and seizures, causing a rapid descent into insanity.",False,340027
Far from the Madding Crowd,2015,7.022,1080,3.4695,"Drama, Romance",en,"In Victorian England, the independent and headstrong Bathsheba Everdene attracts three very different suitors: Gabriel Oak, a hardworking young sheep farmer; Frank Troy, a handsome and reckless Sergeant; and William Boldwood, a prosperous and mature bachelor.",False,250734
Kiss of the Spider Woman,1985,7.022,323,4.6229,Drama,en,"The story of two radically different men thrown together in a Latin American prison cell. One is Valentin, a journalist being tortured for his political beliefs. The other is Molina, a gay window-dresser who fills their lonely nights by spinning romantic fantasies drawn from memories of old movies.",False,11703
Theorem,1968,7.0,431,4.4574,"Mystery, Drama",it,"A wealthy Italian household is turned upside down when a handsome stranger arrives, seduces every family member and then disappears. Each has an epiphany of sorts, but none can figure out who the seductive visitor was or why he came.",False,5335
Tenor,2022,7.021,356,3.9897,"Comedy, Drama, Music",fr,"While working part-time as a food deliveryman, Antoine, an aspiring young rapper from the suburbs of Paris, meets Mrs. Loiseau, an eminent teacher at the Paris Opéra. Stunned by the young man's raw talent, she introduces him to the world of opera. As Antoine becomes one of Mrs. Loiseau's students, he hides his new dream from his friends and family, fearing that they won’t understand – this double life burdens him... Somewhere in between the gilded and uptight Parisian upper-class, and the harsh yet free-spirited and familiar suburbs he grew up in, Antoine will have to find his own voice.",False,936074
After We Fell,2021,7.021,2689,6.437,"Romance, Drama",en,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",False,744275
Pieces of a Woman,2020,7.021,1268,4.6939,Drama,en,"When a young mother's home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss.",False,641662
IF,2024,7.021,1474,7.8079,"Comedy, Fantasy, Family",en,"After discovering she can see everyone's imaginary friends, a girl embarks on a magical adventure to reconnect forgotten imaginary friends with their kids.",False,639720
Labor Day,2013,7.021,1262,2.1112,"Drama, Romance, Thriller",en,Two strangers are drawn together under incredible circumstances. What starts as an unforeseen encounter over a long holiday weekend soon becomes a second chance love story.,False,130150
Brave,2012,7.0,13850,8.3411,"Animation, Adventure, Comedy, Family, Action, Fantasy",en,"In the mystical Scottish Highlands, Merida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Merida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Merida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Merida's quest — and serving as comic relief — are the kingdom's three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",False,62177
The Wolf Man,1941,7.0,656,1.1275,"Horror, Drama",en,"After his brother's death, Larry Talbot returns home to his father and the family estate. Events soon take a turn for the worse when Larry is bitten by a werewolf.",False,13666
Benny & Joon,1993,7.0,801,5.3275,"Comedy, Drama",en,A mentally ill young woman finds her love in an eccentric man who models himself after Buster Keaton.,False,4104
Zabriskie Point,1970,7.021,428,4.2422,Drama,en,"Anthropology student Daria, who's helping a property developer build a village in the Los Angeles desert, and dropout Mark, who's wanted by the authorities for allegedly killing a policeman during a student riot, accidentally encounter each other in Death Valley and soon begin an unrestrained romance.",False,2998
Malcolm & Marie,2021,7.0,1422,1.7639,"Drama, Romance",en,"As a filmmaker and his girlfriend return home from his movie premiere, smoldering tensions and painful revelations push them toward a romantic reckoning.",False,722913
Amistad,1997,7.0,1368,0.5119,"Drama, History, Mystery",en,"In 1839, the slave ship Amistad set sail from Cuba to America. During the long trip, Cinque leads the slaves in an unprecedented uprising. They are then held prisoner in Connecticut, and their release becomes the subject of heated debate. Freed slave Theodore Joadson wants Cinque and the others exonerated and recruits property lawyer Roger Baldwin to help his case. Eventually, John Quincy Adams also becomes an ally.",False,11831
Bloodsport,1988,7.02,2028,3.6769,"Action, Thriller, Drama",en,An American Army Major goes AWOL to Hong Kong for an outlawed martial arts contest called the Kumite.,False,11690
While You Were Sleeping,1995,7.021,1917,6.3435,"Romance, Comedy",en,"A transit worker pulls commuter Peter off railway tracks after he's mugged, but—while he's in a coma—his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.",False,2064
September 5,2024,7.019,452,2.0603,"Thriller, Drama, History",en,"During the 1972 Munich Olympics, an American sports broadcasting crew finds itself thrust into covering the hostage crisis involving Israeli athletes.",False,1211472
Truman,2015,7.019,386,6.2136,"Drama, Comedy",es,"Tomás, who lives in Canada, travels to Madrid, Spain, to visit his old friend Julián. Both of them, accompanied by Truman, Julián's faithful dog, will share many surprising and emotional little moments, triggered by the hard situation Julián is going through, for just a few days.",False,341744
Beanpole,2019,7.0,341,1.408,"Drama, War",ru,"1945, Leningrad. World War II has devastated the city, demolishing its buildings and leaving its citizens in tatters, physically and mentally. Two young women, Iya and Masha, search for meaning and hope in the struggle to rebuild their lives amongst the ruins.",False,517148
Don't Breathe 2,2021,7.0,2728,5.7312,"Thriller, Horror",en,"The Blind Man has been hiding out for several years in an isolated cabin and has taken in and raised a young girl orphaned from a devastating house fire. Their quiet life together is shattered when a group of criminals kidnap the girl, forcing the Blind Man to leave his safe haven to save her.",False,482373
ParaNorman,2012,7.0,2678,6.4208,"Family, Animation, Adventure, Comedy",en,"In the town of Blithe Hollow, Norman Babcock can speak to the dead, but no one other than his eccentric new friend believes his ability is real. One day, Norman's eccentric uncle tells him of a ritual he must perform to protect the town from a curse cast by a witch centuries ago.",False,77174
Fort Apache,1948,7.0,390,5.0017,Western,en,"Owen Thursday sees his new posting to the desolate Fort Apache as a chance to claim the military honour which he believes is rightfully his. Arrogant, obsessed with military form and ultimately self-destructive, he attempts to destroy the Apache chief Cochise after luring him across the border from Mexico, against the advice of his subordinates.",False,37347
